n_test,n_classes,n_features,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,mcc,train_seconds,inference_seconds,inference_ms_per_1000,model_size_kb,minority_recall_mean,worst_class_recall,worst_class_label,roc_auc_ovr_macro,pr_auc_macro,pr_auc_weighted,run_id,task,target_col,model_name,imbalance,feature_strategy,top_k,hierarchical,notes,sampling_note,train_rows,fit_rows,test_rows,feature_names,split_seed,wall_seconds,alpha_lgbm
1500,9,22,0.642,0.5673792416555758,0.5902138034004683,0.5673792416555758,0.576356951341872,0.634347637612109,0.5683438155713726,1.3840973999995185,0.06017000000065309,40.11333333376873,7621.6943359375,0.3018867924528302,0.21212121212121213,Mirai-Ackflooding,0.9333662707444839,0.6284148388376832,0.7108607742711894,iotid_fine_lgbm_full,fine,Label,lgbm,none,all,,False,,none,3500.0,3500.0,1500.0,"[""Flow_Duration"", ""Init_Bwd_Win_Byts"", ""Dst_Port"", ""Idle_Mean"", ""Flow_IAT_Min"", ""Flow_Pkts/s"", ""Pkt_Len_Max"", ""ACK_Flag_Cnt"", ""Fwd_Pkt_Len_Max"", ""Bwd_Header_Len"", ""TotLen_Bwd_Pkts"", ""Fwd_Pkts/s"", ""Flow_Byts/s"", ""Bwd_Pkt_Len_Max"", ""Bwd_Pkts/s"", ""TotLen_Fwd_Pkts"", ""Flow_IAT_Max"", ""Fwd_Pkt_Len_Min"", ""Bwd_Pkt_Len_Mean"", ""Pkt_Len_Std"", ""SYN_Flag_Cnt"", ""Pkt_Len_Mean""]",42,1.5411847999985184,
1500,9,22,0.6373333333333333,0.6006597240480891,0.5908997953498271,0.6006597240480891,0.5926998054222218,0.6472528619169712,0.5716516704216681,1.1409548000010545,0.03517219999957888,23.448133333052585,7633.3310546875,0.41509433962264153,0.3333333333333333,Mirai-Ackflooding,0.9334915472717016,0.6290491644596181,0.709960950830627,iotid_fine_lgbm_weighted,fine,Label,lgbm,class_weight,all,,False,,class_weight,3500.0,3500.0,1500.0,"[""Flow_Duration"", ""Init_Bwd_Win_Byts"", ""Dst_Port"", ""Idle_Mean"", ""Flow_IAT_Min"", ""Flow_Pkts/s"", ""Pkt_Len_Max"", ""ACK_Flag_Cnt"", ""Fwd_Pkt_Len_Max"", ""Bwd_Header_Len"", ""TotLen_Bwd_Pkts"", ""Fwd_Pkts/s"", ""Flow_Byts/s"", ""Bwd_Pkt_Len_Max"", ""Bwd_Pkts/s"", ""TotLen_Fwd_Pkts"", ""Flow_IAT_Max"", ""Fwd_Pkt_Len_Min"", ""Bwd_Pkt_Len_Mean"", ""Pkt_Len_Std"", ""SYN_Flag_Cnt"", ""Pkt_Len_Mean""]",42,1.2723884000006365,
1500,9,10,0.636,0.6074415603582151,0.5929728059154142,0.6074415603582151,0.5947726711431797,0.6495563080448216,0.5726451842215213,1.0456644000005326,0.0556432000012137,37.0954666674758,7514.3720703125,0.49056603773584906,0.3181818181818182,Mirai-Ackflooding,0.9346405443920405,0.6318482015159387,0.7122446494408191,iotid_fine_lgbm_mi_top10_weighted,fine,Label,lgbm,class_weight,mi,10.0,False,,class_weight,3500.0,3500.0,1500.0,"[""Dst_Port"", ""Flow_Duration"", ""Init_Bwd_Win_Byts"", ""TotLen_Bwd_Pkts"", ""Pkt_Len_Max"", ""Bwd_Pkt_Len_Max"", ""Flow_Pkts/s"", ""Bwd_Pkt_Len_Mean"", ""Idle_Mean"", ""Pkt_Len_Mean""]",42,1.4244963000001007,
1500,9,22,0.6366666666666667,0.6048762031615209,0.5906328790735116,0.6048762031615209,0.5939344348525998,0.6477910213754313,0.5721282184699267,1.2911115000006248,0.015943799999149633,10.629199999433089,4574.1083984375,0.4528301886792453,0.3484848484848485,Mirai-Ackflooding,0.9363422187233582,0.6340795991838948,0.7141186184239856,iotid_fine_xgb_weighted,fine,Label,xgb,class_weight,all,,False,,class_weight,3500.0,3500.0,1500.0,"[""Flow_Duration"", ""Init_Bwd_Win_Byts"", ""Dst_Port"", ""Idle_Mean"", ""Flow_IAT_Min"", ""Flow_Pkts/s"", ""Pkt_Len_Max"", ""ACK_Flag_Cnt"", ""Fwd_Pkt_Len_Max"", ""Bwd_Header_Len"", ""TotLen_Bwd_Pkts"", ""Fwd_Pkts/s"", ""Flow_Byts/s"", ""Bwd_Pkt_Len_Max"", ""Bwd_Pkts/s"", ""TotLen_Fwd_Pkts"", ""Flow_IAT_Max"", ""Fwd_Pkt_Len_Min"", ""Bwd_Pkt_Len_Mean"", ""Pkt_Len_Std"", ""SYN_Flag_Cnt"", ""Pkt_Len_Mean""]",42,1.3702587000007043,
1500,9,22,0.6373333333333333,0.6100571227278692,0.5939702819967241,0.6100571227278692,0.5967062249453525,0.6504912761784871,0.5742659945808917,2.090634999998656,0.03949339999962831,26.32893333308554,,0.49056603773584906,0.3106060606060606,Mirai-Ackflooding,0.9352207582037669,0.6336494936184126,0.7136724945368643,iotid_fine_lgbm_xgb_validation_ensemble,fine,Label,lgbm_top10_xgb_probability_ensemble,class_weight,mixed_mi_top10_plus_all,10.0,,,,,,,,42,,0.9
