run_id,n_splits,mean_macro_f1,sd_macro_f1,mean_balanced_accuracy,mean_minority_recall,sd_minority_recall,mean_pr_auc_macro,mean_train_seconds,mean_inference_ms_per_1000
iotid_fine_lgbm_xgb_validation_ensemble,1,0.5967062249453525,,0.6100571227278692,0.49056603773584906,,0.6336494936184126,2.090634999998656,26.32893333308554
iotid_fine_lgbm_mi_top10_weighted,1,0.5947726711431797,,0.6074415603582151,0.49056603773584906,,0.6318482015159387,1.0456644000005326,37.0954666674758
iotid_fine_xgb_weighted,1,0.5939344348525998,,0.6048762031615209,0.4528301886792453,,0.6340795991838948,1.2911115000006248,10.629199999433089
iotid_fine_lgbm_weighted,1,0.5926998054222218,,0.6006597240480891,0.41509433962264153,,0.6290491644596181,1.1409548000010545,23.448133333052585
iotid_fine_lgbm_full,1,0.576356951341872,,0.5673792416555758,0.3018867924528302,,0.6284148388376832,1.3840973999995185,40.11333333376873
