n_test,n_classes,n_features,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,mcc,train_seconds,inference_seconds,inference_ms_per_1000,model_size_kb,minority_recall_mean,worst_class_recall,worst_class_label,roc_auc_ovr_macro,pr_auc_macro,pr_auc_weighted,run_id,task,model_name,imbalance,feature_strategy,top_k,alpha_lgbm,objective,validation_lgbm_train_seconds,validation_xgb_train_seconds
285951,34,46,0.9486205678595284,0.8883205055888225,0.8789300716415186,0.8883205055888225,0.8827602032560433,0.9483996921268688,0.9460395249785101,392.6916523,25.566465399999288,89.40855391308052,,0.5131086142322098,0.5131086142322098,Uploading_Attack,0.9981680362184622,0.9219413747093458,0.975472973306384,fine_lgbm_xgb_ensemble_macro_f1,fine,lgbm_xgb_probability_ensemble,borderline_smote_plus_class_weight,all,,0.5,macro_f1,101.86299139999937,213.47576560000016
285951,34,46,0.9486205678595284,0.8883205055888225,0.8789300716415186,0.8883205055888225,0.8827602032560433,0.9483996921268688,0.9460395249785101,392.6916523,23.042062799999258,80.58045888980719,,0.5131086142322098,0.5131086142322098,Uploading_Attack,0.9981680362184622,0.9219413747093458,0.975472973306384,fine_lgbm_xgb_ensemble_macro_f1_plus_minority,fine,lgbm_xgb_probability_ensemble,borderline_smote_plus_class_weight,all,,0.5,macro_f1_plus_minority,101.86299139999937,213.47576560000016
