n_test,n_classes,n_features,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,mcc,train_seconds,inference_seconds,inference_ms_per_1000,model_size_kb,minority_recall_mean,worst_class_recall,worst_class_label,roc_auc_ovr_macro,pr_auc_macro,pr_auc_weighted,dataset,scope,run_id,task,target_col,model_name,imbalance,feature_strategy,top_k,train_rows,test_rows,feature_names
79999,34,46,0.7033962924536556,0.5389253374494412,0.6122513749517037,0.5389253374494412,0.5361477905975233,0.6708489324504584,0.689626077384645,5.765029800000036,0.07451099999997268,0.9313991424889396,131.15625,0.0,0.0,Backdoor_Malware,0.9686342219126384,0.5744059240493503,0.7154249389167936,CICIoT2023 public subsample,"stratified quick screen, train_n=220000, test_n=80000",ciciot_fine_mlp_quick,fine,Label,mlp,none,all,,220000,79999,"[""flow_duration"", ""Header_Length"", ""Protocol Type"", ""Duration"", ""Rate"", ""Srate"", ""Drate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""urg_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Magnitue"", ""Radius"", ""Covariance"", ""Variance"", ""Weight""]"
187735,9,22,0.6223027139318721,0.4966764387246127,0.6485615054920627,0.4966764387246127,0.49370612966033467,0.5919042712525607,0.5480233031336876,11.693636199999958,0.12890110000000732,0.6866119796522082,56.8310546875,0.03799939921898468,0.03799939921898468,Scan Hostport,0.9251237507729897,0.575009732281568,0.6716665462765619,IoTID20 public mirror,stratified 70/30 quick screen,iotid_fine_mlp_quick,fine,Label,mlp,none,all,,438048,187735,"[""Flow_Duration"", ""Init_Bwd_Win_Byts"", ""Dst_Port"", ""Idle_Mean"", ""Flow_IAT_Min"", ""Flow_Pkts/s"", ""Pkt_Len_Max"", ""ACK_Flag_Cnt"", ""Fwd_Pkt_Len_Max"", ""Bwd_Header_Len"", ""TotLen_Bwd_Pkts"", ""Fwd_Pkts/s"", ""Flow_Byts/s"", ""Bwd_Pkt_Len_Max"", ""Bwd_Pkts/s"", ""TotLen_Fwd_Pkts"", ""Flow_IAT_Max"", ""Fwd_Pkt_Len_Min"", ""Bwd_Pkt_Len_Mean"", ""Pkt_Len_Std"", ""SYN_Flag_Cnt"", ""Pkt_Len_Mean""]"
