n_test,n_classes,n_features,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,mcc,train_seconds,inference_seconds,inference_ms_per_1000,model_size_kb,minority_recall_mean,worst_class_recall,worst_class_label,roc_auc_ovr_macro,pr_auc_macro,pr_auc_weighted,run_id,task,target_col,model_name,imbalance,feature_strategy,top_k,hierarchical,notes,sampling_note,train_rows,fit_rows,test_rows,feature_names
79999,34,46,0.9174489681121014,0.8412284441433873,0.8212491263956467,0.8412284441433873,0.8082406148071706,0.9222366235198544,0.9137952214951337,86.82688180000002,11.15807570000004,139.477689721122,26782.0712890625,0.7066666666666667,0.4748603351955307,Backdoor_Malware,0.9937522822888167,0.8494915465758367,0.9490162651251267,fine_lgbm_smoteenn,fine,Label,lgbm,smoteenn,all,,False,,"smoteenn:{""0"": 2500, ""2"": 2500, ""3"": 2500, ""17"": 2500, ""28"": 2500, ""30"": 2500, ""31"": 2500, ""33"": 2500}",220000,185905,79999,"[""flow_duration"", ""Header_Length"", ""Protocol Type"", ""Duration"", ""Rate"", ""Srate"", ""Drate"", ""fin_flag_number"", ""syn_flag_number"", ""rst_flag_number"", ""psh_flag_number"", ""ack_flag_number"", ""ece_flag_number"", ""cwr_flag_number"", ""ack_count"", ""syn_count"", ""fin_count"", ""urg_count"", ""rst_count"", ""HTTP"", ""HTTPS"", ""DNS"", ""Telnet"", ""SMTP"", ""SSH"", ""IRC"", ""TCP"", ""UDP"", ""DHCP"", ""ARP"", ""ICMP"", ""IPv"", ""LLC"", ""Tot sum"", ""Min"", ""Max"", ""AVG"", ""Std"", ""Tot size"", ""IAT"", ""Number"", ""Magnitue"", ""Radius"", ""Covariance"", ""Variance"", ""Weight""]"
