source_result_dir,run_id,task,model_name,feature_strategy,top_k,folds,mean_macro_f1,std_macro_f1,min_macro_f1,mean_present_macro_f1,min_present_macro_f1,mean_present_classes,mean_balanced_accuracy,mean_minority_recall,mean_worst_class_recall,min_present_class_recall,mean_pr_auc_macro
nbaiot_unseen_device_20k,nb_attack_lgbm_weighted,attack,lgbm,all,,9,0.9434874213491522,0.08926005536151167,0.7482593338254525,0.9867008209679402,0.9621279404186023,8.333333333333334,0.9843932150141779,0.9869053372440033,0.8842666666666666,0.6917,0.9902002877858368
nbaiot_unseen_device_20k,nb_binary_lgbm_weighted,binary,lgbm,all,,9,0.9998471938771031,0.00024753143510900384,0.9992858354518276,0.9998471938771031,0.9992858354518277,2.0,0.999884558276591,0.999805227664293,0.9997752276642929,0.9989758295780418,
nbaiot_unseen_device_20k,nb_family_lgbm_weighted,family,lgbm,all,,9,0.9999050768507796,0.00016263140245746289,0.9995304412555628,0.9999050768507796,0.9995304412555629,2.7777777777777777,0.9999157714658534,0.9998028699531157,0.9997506477308935,0.9989758295780418,0.9999999266072342
