n_test,n_classes,n_features,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,mcc,train_seconds,inference_seconds,inference_ms_per_1000,model_size_kb,minority_recall_mean,worst_class_recall,worst_class_label,roc_auc_ovr_macro,pr_auc_macro,pr_auc_weighted,run_id,task,model_name,imbalance,feature_strategy,top_k,alpha_lgbm,objective,w_lgbm_borderline,w_xgb_weighted,w_lgbm_smoteenn,validation_fine_lgbm_borderline_smote_seconds,validation_fine_xgb_full_weighted_seconds,validation_fine_lgbm_smoteenn_seconds,fine_lgbm_borderline_smote_seconds,fine_xgb_full_weighted_seconds,fine_lgbm_smoteenn_seconds
79999,34,46,0.9449868123351541,0.8779329341826125,0.8997483773752865,0.8779329341826125,0.8875398263203196,0.944345045203729,0.9422100111947309,310.7047591999999,12.473668800000041,155.92280903511346,,0.5733333333333334,0.5538461538461539,Recon-PingSweep,0.997631727358292,0.9152320314490784,0.9722664020367456,fine_lgbm_xgb_smoteenn_ensemble_macro_f1,fine,three_component_probability_ensemble,borderline_smote_plus_class_weight_plus_smoteenn,all,,0.5,macro_f1,0.5,0.5,0.0,134.3659925999999,118.56154210000011,82.57417980000014,107.46710209999992,141.53815910000003,61.69949799999995
79999,34,46,0.9449868123351541,0.8779329341826125,0.8997483773752865,0.8779329341826125,0.8875398263203196,0.944345045203729,0.9422100111947309,310.7047591999999,12.473668800000041,155.92280903511346,,0.5733333333333334,0.5538461538461539,Recon-PingSweep,0.997631727358292,0.9152320314490784,0.9722664020367456,fine_lgbm_xgb_smoteenn_ensemble_macro_f1_plus_minority,fine,three_component_probability_ensemble,borderline_smote_plus_class_weight_plus_smoteenn,all,,0.5,macro_f1_plus_minority,0.5,0.5,0.0,134.3659925999999,118.56154210000011,82.57417980000014,107.46710209999992,141.53815910000003,61.69949799999995
79999,34,46,0.9449868123351541,0.8779329341826125,0.8997483773752865,0.8779329341826125,0.8875398263203196,0.944345045203729,0.9422100111947309,310.7047591999999,12.473668800000041,155.92280903511346,,0.5733333333333334,0.5538461538461539,Recon-PingSweep,0.997631727358292,0.9152320314490784,0.9722664020367456,fine_lgbm_xgb_smoteenn_ensemble_recall_sensitive,fine,three_component_probability_ensemble,borderline_smote_plus_class_weight_plus_smoteenn,all,,0.5,recall_sensitive,0.5,0.5,0.0,134.3659925999999,118.56154210000011,82.57417980000014,107.46710209999992,141.53815910000003,61.69949799999995
