n_test,n_classes,n_features,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,mcc,train_seconds,inference_seconds,inference_ms_per_1000,model_size_kb,minority_recall_mean,worst_class_recall,worst_class_label,roc_auc_ovr_macro,pr_auc_macro,pr_auc_weighted,run_id,task,target_col,model_name,imbalance,feature_strategy,top_k,hierarchical,notes,sampling_note,train_rows,fit_rows,test_rows,feature_names,split_seed,wall_seconds,alpha_lgbm
187735,9,22,0.6630889285428929,0.5994069411612607,0.6587182574384992,0.5994069411612607,0.6102648120753437,0.6617281761659934,0.5977724045983603,12.952105000000302,3.571614000000409,19.024763629586435,12552.8037109375,0.2637428657254431,0.2516175848098204,Mirai-Ackflooding,0.9488995626730227,0.6784397827545418,0.7523089580334388,iotid_fine_lgbm_full,fine,Label,lgbm,none,all,,False,,none,438048.0,438048.0,187735.0,"[""Flow_Duration"", ""Init_Bwd_Win_Byts"", ""Dst_Port"", ""Idle_Mean"", ""Flow_IAT_Min"", ""Flow_Pkts/s"", ""Pkt_Len_Max"", ""ACK_Flag_Cnt"", ""Fwd_Pkt_Len_Max"", ""Bwd_Header_Len"", ""TotLen_Bwd_Pkts"", ""Fwd_Pkts/s"", ""Flow_Byts/s"", ""Bwd_Pkt_Len_Max"", ""Bwd_Pkts/s"", ""TotLen_Fwd_Pkts"", ""Flow_IAT_Max"", ""Fwd_Pkt_Len_Min"", ""Bwd_Pkt_Len_Mean"", ""Pkt_Len_Std"", ""SYN_Flag_Cnt"", ""Pkt_Len_Mean""]",42,17.481769000001805,
187735,9,22,0.6455375928835859,0.6484547209354417,0.6312233166549488,0.6484547209354417,0.6185643194276701,0.6733803302511039,0.5988804432343334,13.298993000000337,3.594523499999923,19.146794683995648,12541.0869140625,0.4986482427155302,0.2855607309208169,Mirai-HTTP Flooding,0.9485028356384918,0.6767685835269226,0.7506854948226296,iotid_fine_lgbm_weighted,fine,Label,lgbm,class_weight,all,,False,,class_weight,438048.0,438048.0,187735.0,"[""Flow_Duration"", ""Init_Bwd_Win_Byts"", ""Dst_Port"", ""Idle_Mean"", ""Flow_IAT_Min"", ""Flow_Pkts/s"", ""Pkt_Len_Max"", ""ACK_Flag_Cnt"", ""Fwd_Pkt_Len_Max"", ""Bwd_Header_Len"", ""TotLen_Bwd_Pkts"", ""Fwd_Pkts/s"", ""Flow_Byts/s"", ""Bwd_Pkt_Len_Max"", ""Bwd_Pkts/s"", ""TotLen_Fwd_Pkts"", ""Flow_IAT_Max"", ""Fwd_Pkt_Len_Min"", ""Bwd_Pkt_Len_Mean"", ""Pkt_Len_Std"", ""SYN_Flag_Cnt"", ""Pkt_Len_Mean""]",42,17.946362799997587,
187735,9,10,0.6681705595653448,0.6060367391547046,0.6647958440368774,0.6060367391547046,0.6164473507334498,0.6680539230068752,0.6044738942042069,9.07084880000184,3.480591400002595,18.53991743682635,12518.2841796875,0.26179032742565334,0.26179032742565334,Scan Hostport,0.9497400245083354,0.6804055971260146,0.754294073374898,iotid_fine_lgbm_mi_top10_flat,fine,Label,lgbm,none,mi,10.0,False,,none,438048.0,438048.0,187735.0,"[""Dst_Port"", ""Init_Bwd_Win_Byts"", ""TotLen_Bwd_Pkts"", ""Flow_Duration"", ""Flow_Pkts/s"", ""Pkt_Len_Mean"", ""Pkt_Len_Max"", ""Bwd_Pkt_Len_Mean"", ""Idle_Mean"", ""Bwd_Pkt_Len_Max""]",42,17.176656899999216,
187735,9,10,0.6485897674914107,0.6520597746814385,0.6339043032497307,0.6520597746814385,0.620890096706347,0.6752612740631277,0.6028837172572306,9.69438529999752,3.4961240999982692,18.62265480596729,12528.8623046875,0.49083808951637126,0.2831721008001911,Mirai-HTTP Flooding,0.9492437685798557,0.6784019573563378,0.7524436129237567,iotid_fine_lgbm_mi_top10_weighted,fine,Label,lgbm,class_weight,mi,10.0,False,,class_weight,438048.0,438048.0,187735.0,"[""Dst_Port"", ""Init_Bwd_Win_Byts"", ""TotLen_Bwd_Pkts"", ""Flow_Duration"", ""Flow_Pkts/s"", ""Pkt_Len_Mean"", ""Pkt_Len_Max"", ""Bwd_Pkt_Len_Mean"", ""Idle_Mean"", ""Bwd_Pkt_Len_Max""]",42,18.120485100000224,
187735,9,22,0.6453724665086426,0.6497905227880598,0.6315228409141478,0.6497905227880598,0.6176512605200674,0.6716881514455404,0.5994785838057204,21.787897400001384,1.2923043000009784,6.883662076868876,8449.1474609375,0.4803244217482728,0.2901588439030216,Mirai-HTTP Flooding,0.9489391650804107,0.6763999462052488,0.7510859429591294,iotid_fine_xgb_weighted,fine,Label,xgb,class_weight,all,,False,,class_weight,438048.0,438048.0,187735.0,"[""Flow_Duration"", ""Init_Bwd_Win_Byts"", ""Dst_Port"", ""Idle_Mean"", ""Flow_IAT_Min"", ""Flow_Pkts/s"", ""Pkt_Len_Max"", ""ACK_Flag_Cnt"", ""Fwd_Pkt_Len_Max"", ""Bwd_Header_Len"", ""TotLen_Bwd_Pkts"", ""Fwd_Pkts/s"", ""Flow_Byts/s"", ""Bwd_Pkt_Len_Max"", ""Bwd_Pkts/s"", ""TotLen_Fwd_Pkts"", ""Flow_IAT_Max"", ""Fwd_Pkt_Len_Min"", ""Bwd_Pkt_Len_Mean"", ""Pkt_Len_Std"", ""SYN_Flag_Cnt"", ""Pkt_Len_Mean""]",42,24.054855000002135,
187735,9,22,0.6478493621327935,0.6512274362085975,0.633418337047992,0.6512274362085975,0.6201519047097541,0.6746226041907193,0.6020480592594851,31.323671699999977,2.38987989999805,12.730071110863983,,0.4879843796936017,0.2803654604084557,Mirai-HTTP Flooding,0.9491570207625171,0.6782335086910335,0.7522517583848058,iotid_fine_lgbm_xgb_validation_ensemble,fine,Label,lgbm_top10_xgb_probability_ensemble,class_weight,mixed_mi_top10_plus_all,10.0,,,,,,,,42,,0.8
187735,9,22,0.6644312461714651,0.5995339597901908,0.6595990619559355,0.5995339597901908,0.611097204678605,0.6620538445649771,0.5989640880626147,13.618171399997664,3.595595599999797,19.15250539323939,12529.9560546875,0.27170321417843196,0.2024551006833162,Mirai-Ackflooding,0.9489419183353319,0.6795288060933014,0.7528955948887487,iotid_fine_lgbm_full,fine,Label,lgbm,none,all,,False,,none,438048.0,438048.0,187735.0,"[""Flow_Duration"", ""Init_Bwd_Win_Byts"", ""Dst_Port"", ""Idle_Mean"", ""Flow_IAT_Min"", ""Flow_Pkts/s"", ""Pkt_Len_Max"", ""ACK_Flag_Cnt"", ""Fwd_Pkt_Len_Max"", ""Bwd_Header_Len"", ""TotLen_Bwd_Pkts"", ""Fwd_Pkts/s"", ""Flow_Byts/s"", ""Bwd_Pkt_Len_Max"", ""Bwd_Pkts/s"", ""TotLen_Fwd_Pkts"", ""Flow_IAT_Max"", ""Fwd_Pkt_Len_Min"", ""Bwd_Pkt_Len_Mean"", ""Pkt_Len_Std"", ""SYN_Flag_Cnt"", ""Pkt_Len_Mean""]",43,18.22294099999999,
187735,9,22,0.6461608117825659,0.6481827921726118,0.6313731391991878,0.6481827921726118,0.619385784809986,0.6744576211951953,0.5991331071094633,14.022312900000543,3.6506633999997575,19.445832689694292,12524.5126953125,0.485731450886152,0.306102949958199,Mirai-HTTP Flooding,0.9485477104568366,0.6781739008271469,0.751538825390885,iotid_fine_lgbm_weighted,fine,Label,lgbm,class_weight,all,,False,,class_weight,438048.0,438048.0,187735.0,"[""Flow_Duration"", ""Init_Bwd_Win_Byts"", ""Dst_Port"", ""Idle_Mean"", ""Flow_IAT_Min"", ""Flow_Pkts/s"", ""Pkt_Len_Max"", ""ACK_Flag_Cnt"", ""Fwd_Pkt_Len_Max"", ""Bwd_Header_Len"", ""TotLen_Bwd_Pkts"", ""Fwd_Pkts/s"", ""Flow_Byts/s"", ""Bwd_Pkt_Len_Max"", ""Bwd_Pkts/s"", ""TotLen_Fwd_Pkts"", ""Flow_IAT_Max"", ""Fwd_Pkt_Len_Min"", ""Bwd_Pkt_Len_Mean"", ""Pkt_Len_Std"", ""SYN_Flag_Cnt"", ""Pkt_Len_Mean""]",43,18.742335900002217,
187735,9,10,0.6684528723999255,0.6030845733610462,0.6630910284499449,0.6030845733610462,0.6146134481825205,0.6658314010508607,0.603668074948692,9.896741800002928,3.5150484000005235,18.72345806589354,12509.1748046875,0.2706518474016221,0.22216847070206205,Mirai-Ackflooding,0.9497675394833599,0.6814885309767214,0.7549350088649012,iotid_fine_lgbm_mi_top10_flat,fine,Label,lgbm,none,mi,10.0,False,,none,438048.0,438048.0,187735.0,"[""Dst_Port"", ""Init_Bwd_Win_Byts"", ""TotLen_Bwd_Pkts"", ""Flow_Duration"", ""Flow_Pkts/s"", ""Pkt_Len_Mean"", ""Bwd_Pkt_Len_Mean"", ""Pkt_Len_Max"", ""Idle_Mean"", ""Bwd_Pkt_Len_Max""]",43,18.071524599999975,
187735,9,10,0.6493727861080779,0.6517532679829106,0.6337672922973804,0.6517532679829106,0.6221264906910465,0.6766981289772952,0.6029711563592215,9.8267085999978,3.536629599999287,18.838413721465294,12517.7265625,0.47957344547912284,0.31458258688642066,Mirai-HTTP Flooding,0.9493744107702224,0.6802750922330485,0.7535950838432891,iotid_fine_lgbm_mi_top10_weighted,fine,Label,lgbm,class_weight,mi,10.0,False,,class_weight,438048.0,438048.0,187735.0,"[""Dst_Port"", ""Init_Bwd_Win_Byts"", ""TotLen_Bwd_Pkts"", ""Flow_Duration"", ""Flow_Pkts/s"", ""Pkt_Len_Mean"", ""Bwd_Pkt_Len_Mean"", ""Pkt_Len_Max"", ""Idle_Mean"", ""Bwd_Pkt_Len_Max""]",43,17.979839799998445,
