run_id,class_id,class_label,precision,recall,f1,support,split_seed
iotid_fine_lgbm_mi_top10_weighted,8,Scan Port OS,0.4807870175733625,0.718251475945233,0.576004835297673,15922,43
iotid_fine_xgb_weighted,0,DoS-Synflooding,0.9997192115460213,0.9991581074254925,0.9994385807320907,17817,43
iotid_fine_xgb_weighted,1,MITM ARP Spoofing,0.45616727412238633,0.6721944784698012,0.5435014475087613,10613,43
iotid_fine_xgb_weighted,2,Mirai-Ackflooding,0.2822489464487614,0.4981556509645038,0.3603359286151693,16537,43
iotid_fine_xgb_weighted,3,Mirai-HTTP Flooding,0.26532623694066626,0.32150961423623553,0.2907284410605324,16746,43
iotid_fine_xgb_weighted,4,Mirai-Hostbruteforceg,0.9230809399477807,0.4862463552841503,0.6369631017584318,36354,43
iotid_fine_xgb_weighted,5,Mirai-UDP Flooding,0.9996900826446281,0.7029382922311408,0.8254536924487663,55066,43
iotid_fine_xgb_weighted,6,Normal,0.9965741692360397,0.9678921976376643,0.9820237994767491,12022,43
iotid_fine_xgb_weighted,7,Scan Hostport,0.27966467893872615,0.48603184139381195,0.355038674639311,6658,43
iotid_fine_xgb_weighted,8,Scan Port OS,0.47942430253661417,0.7134154000753674,0.5734696453363625,15922,43
iotid_fine_lgbm_xgb_validation_ensemble,0,DoS-Synflooding,0.999831498539654,0.9991019812538586,0.9994666067769012,17817,43
iotid_fine_lgbm_xgb_validation_ensemble,1,MITM ARP Spoofing,0.4707013124751425,0.669085084330538,0.5526285069457956,10613,43
iotid_fine_lgbm_xgb_validation_ensemble,2,Mirai-Ackflooding,0.2840676143428437,0.5111567999032472,0.3651877133105802,16537,43
iotid_fine_lgbm_xgb_validation_ensemble,3,Mirai-HTTP Flooding,0.25734364730269477,0.30395318284963574,0.2787132101300479,16746,43
iotid_fine_lgbm_xgb_validation_ensemble,4,Mirai-Hostbruteforceg,0.9201207243460765,0.5031633382846454,0.6505672724686133,36354,43
iotid_fine_lgbm_xgb_validation_ensemble,5,Mirai-UDP Flooding,0.9997933617460932,0.7029201322049904,0.8254763758117316,55066,43
iotid_fine_lgbm_xgb_validation_ensemble,6,Normal,0.9980301473107228,0.9693062718349692,0.9834585197063044,12022,43
iotid_fine_lgbm_xgb_validation_ensemble,7,Scan Hostport,0.28400425607377194,0.48107539801742266,0.35715878679750224,6658,43
iotid_fine_lgbm_xgb_validation_ensemble,8,Scan Port OS,0.4808080808080808,0.7174978017836955,0.5757774305730557,15922,43
iotid_fine_lgbm_full,0,DoS-Synflooding,0.9998876846184085,0.999326485940394,0.9996070065124635,17817,44
iotid_fine_lgbm_full,1,MITM ARP Spoofing,0.696850944716585,0.4691416187694337,0.5607613469985359,10613,44
iotid_fine_lgbm_full,2,Mirai-Ackflooding,0.24052360568273465,0.23444397411864304,0.23744487996080352,16537,44
iotid_fine_lgbm_full,3,Mirai-HTTP Flooding,0.2616275598543197,0.2616744297145587,0.2616509926854754,16746,44
iotid_fine_lgbm_full,4,Mirai-Hostbruteforceg,0.6606889707967111,0.7691863343786103,0.7108213223518646,36354,44
iotid_fine_lgbm_full,5,Mirai-UDP Flooding,0.8008106654372215,0.7570370101332946,0.7783088441216557,55066,44
iotid_fine_lgbm_full,6,Normal,0.9986324786324786,0.9718848777241723,0.9850771435797994,12022,44
iotid_fine_lgbm_full,7,Scan Hostport,0.7947483588621445,0.2727545809552418,0.4061276976406128,6658,44
iotid_fine_lgbm_full,8,Scan Port OS,0.505754060324826,0.6845245572164301,0.5817143467122118,15922,44
iotid_fine_lgbm_weighted,0,DoS-Synflooding,0.9998876846184085,0.999326485940394,0.9996070065124635,17817,44
iotid_fine_lgbm_weighted,1,MITM ARP Spoofing,0.4888464424585579,0.6752096485442382,0.5671098448876226,10613,44
iotid_fine_lgbm_weighted,2,Mirai-Ackflooding,0.2714528598466622,0.5117010340448691,0.3547264724376441,16537,44
iotid_fine_lgbm_weighted,3,Mirai-HTTP Flooding,0.25930534516338455,0.286217604203989,0.2720976440533636,16746,44
iotid_fine_lgbm_weighted,4,Mirai-Hostbruteforceg,0.9202694002872283,0.51116795950927,0.6572585636726971,36354,44
iotid_fine_lgbm_weighted,5,Mirai-UDP Flooding,1.0,0.7031198924926452,0.8256845517359038,55066,44
iotid_fine_lgbm_weighted,6,Normal,0.9972689254928736,0.9719680585593079,0.9844559585492227,12022,44
iotid_fine_lgbm_weighted,7,Scan Hostport,0.29427248797313244,0.4869330129167918,0.36684582743988686,6658,44
iotid_fine_lgbm_weighted,8,Scan Port OS,0.48287228272207616,0.7268559226227861,0.580260222116373,15922,44
iotid_fine_lgbm_mi_top10_flat,0,DoS-Synflooding,0.9998315363881402,0.999326485940394,0.999578947368421,17817,44
iotid_fine_lgbm_mi_top10_flat,1,MITM ARP Spoofing,0.6916373858046381,0.4636766230095166,0.5551669675090253,10613,44
iotid_fine_lgbm_mi_top10_flat,2,Mirai-Ackflooding,0.25669099756691,0.25518534196045234,0.25593595536282865,16537,44
iotid_fine_lgbm_mi_top10_flat,3,Mirai-HTTP Flooding,0.2753417032593234,0.2658545324256539,0.2705149627829257,16746,44
iotid_fine_lgbm_mi_top10_flat,4,Mirai-Hostbruteforceg,0.6547951637516141,0.767205809539528,0.7065573978137785,36354,44
iotid_fine_lgbm_mi_top10_flat,5,Mirai-UDP Flooding,0.8059764471211017,0.7631206188936912,0.783963284952054,55066,44
iotid_fine_lgbm_mi_top10_flat,6,Normal,0.9981201401350082,0.9716353352187656,0.9846996838777661,12022,44
iotid_fine_lgbm_mi_top10_flat,7,Scan Hostport,0.8033080017881091,0.2699008711324722,0.40404721753794265,6658,44
iotid_fine_lgbm_mi_top10_flat,8,Scan Port OS,0.5035764050162563,0.680944604949127,0.5789810958026274,15922,44
iotid_fine_lgbm_mi_top10_weighted,0,DoS-Synflooding,0.9997753944634735,0.999326485940394,0.9995508897995846,17817,44
iotid_fine_lgbm_mi_top10_weighted,1,MITM ARP Spoofing,0.48462318350794187,0.6755865448035429,0.5643891687657431,10613,44
iotid_fine_lgbm_mi_top10_weighted,2,Mirai-Ackflooding,0.2816301703163017,0.5599564612686703,0.37476981605520365,16537,44
iotid_fine_lgbm_mi_top10_weighted,3,Mirai-HTTP Flooding,0.2680529075309819,0.2686611728173892,0.26835669549657026,16746,44
iotid_fine_lgbm_mi_top10_weighted,4,Mirai-Hostbruteforceg,0.9261926192619262,0.5094900148539363,0.6573679727427598,36354,44
iotid_fine_lgbm_mi_top10_weighted,5,Mirai-UDP Flooding,1.0,0.7031198924926452,0.8256845517359038,55066,44
iotid_fine_lgbm_mi_top10_weighted,6,Normal,0.9969291137080952,0.9721344202295791,0.9843756580332702,12022,44
iotid_fine_lgbm_mi_top10_weighted,7,Scan Hostport,0.2851142032029404,0.4893361369780715,0.36029858999170583,6658,44
iotid_fine_lgbm_mi_top10_weighted,8,Scan Port OS,0.48553027414092625,0.7196960180881798,0.5798648887989272,15922,44
iotid_fine_xgb_weighted,0,DoS-Synflooding,0.9999438391553409,0.999326485940394,0.9996350672318446,17817,44
iotid_fine_xgb_weighted,1,MITM ARP Spoofing,0.4646379988395332,0.6790728352021106,0.5517531771551064,10613,44
iotid_fine_xgb_weighted,2,Mirai-Ackflooding,0.28492629576795053,0.5435084960996553,0.3738613202445822,16537,44
iotid_fine_xgb_weighted,3,Mirai-HTTP Flooding,0.2712825696316262,0.2884868028185835,0.2796203044510042,16746,44
iotid_fine_xgb_weighted,4,Mirai-Hostbruteforceg,0.9261818181818182,0.4904274632777686,0.6412847996547011,36354,44
iotid_fine_xgb_weighted,5,Mirai-UDP Flooding,0.9999741728866964,0.7031198924926452,0.8256757477208508,55066,44
iotid_fine_xgb_weighted,6,Normal,0.9971773158840134,0.9697221760106471,0.9832581284527474,12022,44
iotid_fine_xgb_weighted,7,Scan Hostport,0.2867346049995645,0.49444277560829075,0.3629748056673466,6658,44
iotid_fine_xgb_weighted,8,Scan Port OS,0.48114863735161345,0.7229619394548423,0.5777744315615119,15922,44
iotid_fine_lgbm_xgb_validation_ensemble,0,DoS-Synflooding,0.9997753944634735,0.999326485940394,0.9995508897995846,17817,44
iotid_fine_lgbm_xgb_validation_ensemble,1,MITM ARP Spoofing,0.48462318350794187,0.6755865448035429,0.5643891687657431,10613,44
iotid_fine_lgbm_xgb_validation_ensemble,2,Mirai-Ackflooding,0.2816301703163017,0.5599564612686703,0.37476981605520365,16537,44
iotid_fine_lgbm_xgb_validation_ensemble,3,Mirai-HTTP Flooding,0.2680529075309819,0.2686611728173892,0.26835669549657026,16746,44
iotid_fine_lgbm_xgb_validation_ensemble,4,Mirai-Hostbruteforceg,0.9261926192619262,0.5094900148539363,0.6573679727427598,36354,44
iotid_fine_lgbm_xgb_validation_ensemble,5,Mirai-UDP Flooding,1.0,0.7031198924926452,0.8256845517359038,55066,44
iotid_fine_lgbm_xgb_validation_ensemble,6,Normal,0.9969291137080952,0.9721344202295791,0.9843756580332702,12022,44
iotid_fine_lgbm_xgb_validation_ensemble,7,Scan Hostport,0.2851142032029404,0.4893361369780715,0.36029858999170583,6658,44
iotid_fine_lgbm_xgb_validation_ensemble,8,Scan Port OS,0.48553027414092625,0.7196960180881798,0.5798648887989272,15922,44
iotid_fine_lgbm_full,0,DoS-Synflooding,0.999775369236817,0.9992142335971264,0.9994947226588816,17817,45
iotid_fine_lgbm_full,1,MITM ARP Spoofing,0.6824592633164452,0.4696127390935645,0.5563741906675598,10613,45
iotid_fine_lgbm_full,2,Mirai-Ackflooding,0.25205329439678775,0.2505291165265768,0.25128889428034207,16537,45
iotid_fine_lgbm_full,3,Mirai-HTTP Flooding,0.25455921822310923,0.2208885704048728,0.23653163666592064,16746,45
iotid_fine_lgbm_full,4,Mirai-Hostbruteforceg,0.6544588218806933,0.7707542498762172,0.7078617623282134,36354,45
iotid_fine_lgbm_full,5,Mirai-UDP Flooding,0.7844682152722419,0.7684415065557695,0.7763721595860816,55066,45
iotid_fine_lgbm_full,6,Normal,0.9990578158458244,0.9702212610214607,0.984428408659324,12022,45
iotid_fine_lgbm_full,7,Scan Hostport,0.7918313570487484,0.2708020426554521,0.40358142137660885,6658,45
iotid_fine_lgbm_full,8,Scan Port OS,0.5062529832935561,0.6661223464388896,0.5752874810154046,15922,45
iotid_fine_lgbm_weighted,0,DoS-Synflooding,0.9998876720022466,0.9992142335971264,0.9995508393689293,17817,45
iotid_fine_lgbm_weighted,1,MITM ARP Spoofing,0.4837520480611688,0.6676717233581456,0.5610229207078105,10613,45
iotid_fine_lgbm_weighted,2,Mirai-Ackflooding,0.2810126582278481,0.5705387918002056,0.3765565134099617,16537,45
iotid_fine_lgbm_weighted,3,Mirai-HTTP Flooding,0.24962054136099165,0.2356980771527529,0.24245961054118803,16746,45
iotid_fine_lgbm_weighted,4,Mirai-Hostbruteforceg,0.9176793414347315,0.5151565164768663,0.6598780874528734,36354,45
iotid_fine_lgbm_weighted,5,Mirai-UDP Flooding,0.9996904743480616,0.7038281335125123,0.8260670325571482,55066,45
iotid_fine_lgbm_weighted,6,Normal,0.9961620469083156,0.97155215438363,0.9837032046153198,12022,45
iotid_fine_lgbm_weighted,7,Scan Hostport,0.29424943988050783,0.47341544007209374,0.3629245826137018,6658,45
iotid_fine_lgbm_weighted,8,Scan Port OS,0.47852230138791646,0.7297450069086798,0.5780165659279158,15922,45
iotid_fine_lgbm_mi_top10_flat,0,DoS-Synflooding,0.999775369236817,0.9992142335971264,0.9994947226588816,17817,45
iotid_fine_lgbm_mi_top10_flat,1,MITM ARP Spoofing,0.6876581388810795,0.46094412512955807,0.5519264398939471,10613,45
iotid_fine_lgbm_mi_top10_flat,2,Mirai-Ackflooding,0.26700359252268163,0.2651629678901856,0.2660800970873786,16537,45
iotid_fine_lgbm_mi_top10_flat,3,Mirai-HTTP Flooding,0.27141444114737884,0.245790039412397,0.2579674720315879,16746,45
iotid_fine_lgbm_mi_top10_flat,4,Mirai-Hostbruteforceg,0.6547943916439258,0.7656378940419211,0.7058913037965053,36354,45
iotid_fine_lgbm_mi_top10_flat,5,Mirai-UDP Flooding,0.7961404036228343,0.7694221479678931,0.7825532858039969,55066,45
iotid_fine_lgbm_mi_top10_flat,6,Normal,0.9992293200890563,0.9706371651971386,0.9847257383966245,12022,45
iotid_fine_lgbm_mi_top10_flat,7,Scan Hostport,0.7928445229681979,0.26960048062481223,0.40237614884555034,6658,45
iotid_fine_lgbm_mi_top10_flat,8,Scan Port OS,0.5016699137211245,0.6792488380856676,0.5771077908217717,15922,45
iotid_fine_lgbm_mi_top10_weighted,0,DoS-Synflooding,0.9998315080033698,0.9991581074254925,0.9994946942900454,17817,45
iotid_fine_lgbm_mi_top10_weighted,1,MITM ARP Spoofing,0.4779436374589999,0.6727598228587581,0.5588603631809643,10613,45
iotid_fine_lgbm_mi_top10_weighted,2,Mirai-Ackflooding,0.29121119370354176,0.6040998972002177,0.3929821800873294,16537,45
iotid_fine_lgbm_mi_top10_weighted,3,Mirai-HTTP Flooding,0.2615789473684211,0.23742983399020662,0.2489200525887435,16746,45
iotid_fine_lgbm_mi_top10_weighted,4,Mirai-Hostbruteforceg,0.9261768543611362,0.5076470264620124,0.6558280028429282,36354,45
iotid_fine_lgbm_mi_top10_weighted,5,Mirai-UDP Flooding,0.9998968034880421,0.7038281335125123,0.8261374657614546,55066,45
iotid_fine_lgbm_mi_top10_weighted,6,Normal,0.9964166879959048,0.9714689735484944,0.9837846944362549,12022,45
iotid_fine_lgbm_mi_top10_weighted,7,Scan Hostport,0.2922322775263952,0.46560528687293484,0.35908722344492067,6658,45
iotid_fine_lgbm_mi_top10_weighted,8,Scan Port OS,0.478340825500613,0.7351463383996986,0.5795702119231531,15922,45
iotid_fine_xgb_weighted,0,DoS-Synflooding,0.9998315174660227,0.9992142335971264,0.9995227802262583,17817,45
iotid_fine_xgb_weighted,1,MITM ARP Spoofing,0.4549175086328175,0.6703099971732781,0.54199840006095,10613,45
iotid_fine_xgb_weighted,2,Mirai-Ackflooding,0.2892914730152708,0.553304710648848,0.3799360544782627,16537,45
iotid_fine_xgb_weighted,3,Mirai-HTTP Flooding,0.26774905244102504,0.2826346590230503,0.2749905586381199,16746,45
iotid_fine_xgb_weighted,4,Mirai-Hostbruteforceg,0.9303240012582573,0.48811685096550583,0.6402901060835678,36354,45
iotid_fine_xgb_weighted,5,Mirai-UDP Flooding,0.9996646891926747,0.7038281335125123,0.8260582292510337,55066,45
iotid_fine_xgb_weighted,6,Normal,0.9964975226379634,0.9703044418565963,0.9832265677680377,12022,45
iotid_fine_xgb_weighted,7,Scan Hostport,0.290599870598022,0.47221387804145387,0.3597871488241689,6658,45
iotid_fine_xgb_weighted,8,Scan Port OS,0.47465063373415667,0.7338274086170079,0.5764467906655484,15922,45
iotid_fine_lgbm_xgb_validation_ensemble,0,DoS-Synflooding,0.9998315080033698,0.9991581074254925,0.9994946942900454,17817,45
iotid_fine_lgbm_xgb_validation_ensemble,1,MITM ARP Spoofing,0.4779436374589999,0.6727598228587581,0.5588603631809643,10613,45
iotid_fine_lgbm_xgb_validation_ensemble,2,Mirai-Ackflooding,0.29121119370354176,0.6040998972002177,0.3929821800873294,16537,45
iotid_fine_lgbm_xgb_validation_ensemble,3,Mirai-HTTP Flooding,0.2615789473684211,0.23742983399020662,0.2489200525887435,16746,45
iotid_fine_lgbm_xgb_validation_ensemble,4,Mirai-Hostbruteforceg,0.9261768543611362,0.5076470264620124,0.6558280028429282,36354,45
iotid_fine_lgbm_xgb_validation_ensemble,5,Mirai-UDP Flooding,0.9998968034880421,0.7038281335125123,0.8261374657614546,55066,45
iotid_fine_lgbm_xgb_validation_ensemble,6,Normal,0.9964166879959048,0.9714689735484944,0.9837846944362549,12022,45
iotid_fine_lgbm_xgb_validation_ensemble,7,Scan Hostport,0.2922322775263952,0.46560528687293484,0.35908722344492067,6658,45
iotid_fine_lgbm_xgb_validation_ensemble,8,Scan Port OS,0.478340825500613,0.7351463383996986,0.5795702119231531,15922,45
iotid_fine_lgbm_full,0,DoS-Synflooding,0.9998877035373386,0.9994948644552955,0.9996912454037669,17817,46
iotid_fine_lgbm_full,1,MITM ARP Spoofing,0.6801332778009163,0.4616036935833412,0.5499550965424338,10613,46
iotid_fine_lgbm_full,2,Mirai-Ackflooding,0.22946111405033634,0.1835883171070932,0.20397742542327332,16537,46
iotid_fine_lgbm_full,3,Mirai-HTTP Flooding,0.2598972003499563,0.2838289740833632,0.2713364160529771,16746,46
iotid_fine_lgbm_full,4,Mirai-Hostbruteforceg,0.6555401238200608,0.7660229960939648,0.7064882349210376,36354,46
