bootstrap_id,baseline_macro_f1,ensemble_macro_f1,delta_macro_f1,baseline_balanced_accuracy,ensemble_balanced_accuracy,delta_balanced_accuracy,baseline_minority_recall,ensemble_minority_recall,delta_minority_recall,baseline_worst_class_recall,ensemble_worst_class_recall,delta_worst_class_recall
333,0.8626125034823915,0.8831001414977913,0.020487638015399767,0.8458116258071849,0.8889708883128682,0.04315926250568325,0.20921985815602837,0.5212765957446809,0.3120567375886525,0.20921985815602837,0.5212765957446809,0.3120567375886525
334,0.86027837285445,0.8831460129725746,0.022867640118124588,0.843464546093363,0.8886086867010344,0.04514414060767147,0.20920502092050208,0.5523012552301255,0.34309623430962344,0.20920502092050208,0.5523012552301255,0.34309623430962344
335,0.8621055751566635,0.8831369985665781,0.021031423409914596,0.845314099260553,0.8867545700513721,0.04144047079081914,0.17747440273037543,0.4709897610921502,0.2935153583617748,0.17747440273037543,0.4709897610921502,0.2935153583617748
336,0.8609183040233429,0.8825240396030535,0.021605735579710572,0.8442035742726676,0.8873126487110907,0.043109074438423156,0.2048611111111111,0.46875,0.2638888888888889,0.2048611111111111,0.46875,0.2638888888888889
337,0.8592957623512353,0.8831735810695461,0.02387781871831085,0.84295955802272,0.8892444922161362,0.04628493419341617,0.13157894736842105,0.5263157894736842,0.39473684210526316,0.13157894736842105,0.5263157894736842,0.39473684210526316
338,0.8610376454480425,0.8809753744003033,0.019937728952260758,0.844425684779641,0.8878041925563213,0.043378507776680286,0.19921875,0.515625,0.31640625,0.19921875,0.515625,0.31640625
339,0.859646137777426,0.8810660592450825,0.021419921467656478,0.8429477873696767,0.8862921903639824,0.04334440299430575,0.18250950570342206,0.49049429657794674,0.3079847908745247,0.18250950570342206,0.49049429657794674,0.3079847908745247
340,0.8613768375323093,0.8827283671096776,0.0213515295773683,0.8439934680252158,0.8880872584846508,0.044093790459434956,0.22968197879858657,0.5335689045936396,0.30388692579505305,0.22968197879858657,0.5335689045936396,0.30388692579505305
341,0.8634358444829887,0.8832155143937939,0.019779669910805153,0.8464826294745569,0.8890892075698753,0.042606578095318426,0.226890756302521,0.5168067226890757,0.2899159663865547,0.226890756302521,0.5168067226890757,0.2899159663865547
342,0.860277143355878,0.8806462380911086,0.02036909473523063,0.8437414237755763,0.8866572655814472,0.042915841805870936,0.20279720279720279,0.5209790209790209,0.3181818181818181,0.20279720279720279,0.5182767624020888,0.31547955960488594
343,0.8604034612202448,0.8826675185950171,0.022264057374772328,0.8435725712884083,0.8870704080073316,0.043497836718923266,0.18685121107266436,0.4982698961937716,0.31141868512110726,0.18685121107266436,0.4982698961937716,0.31141868512110726
344,0.862398648778837,0.8828627589854708,0.020464110206633856,0.8455425351480294,0.8887826015964616,0.04324006644843226,0.21348314606741572,0.5168539325842697,0.303370786516854,0.21348314606741572,0.5168539325842697,0.303370786516854
345,0.8601590388451246,0.8821283962086767,0.0219693573635521,0.843508633337242,0.8868490312250608,0.04334039788781874,0.1821705426356589,0.5116279069767442,0.3294573643410853,0.1821705426356589,0.5116279069767442,0.3294573643410853
346,0.8615869097824076,0.8825146887251405,0.0209277789427329,0.8448674571385509,0.8892445155974944,0.044377058458943464,0.20384615384615384,0.5423076923076923,0.3384615384615384,0.20384615384615384,0.5423076923076923,0.3384615384615384
347,0.863448718677164,0.8841484533671119,0.020699734689947902,0.845808144538222,0.8895016802412077,0.04369353570298573,0.2,0.5538461538461539,0.35384615384615387,0.2,0.5538461538461539,0.35384615384615387
348,0.860749718031998,0.8812879986066656,0.020538280574667667,0.8446694972134536,0.886538063563711,0.041868566350257375,0.16470588235294117,0.4980392156862745,0.33333333333333337,0.16470588235294117,0.4980392156862745,0.33333333333333337
349,0.86055170305013,0.8790270321691146,0.01847532911898464,0.8438144372087775,0.8854372663885786,0.04162282917980109,0.1566265060240964,0.4578313253012048,0.3012048192771084,0.1566265060240964,0.4578313253012048,0.3012048192771084
350,0.8596518633409277,0.8821611210553283,0.0225092577144006,0.8434824818407263,0.8882399509068117,0.044757469066085465,0.17154811715481172,0.5062761506276151,0.3347280334728034,0.17154811715481172,0.5062761506276151,0.3347280334728034
351,0.8601714928888495,0.8826127172597874,0.022441224370937873,0.8437430003159335,0.8870897944695098,0.04334679415357623,0.1709090909090909,0.49818181818181817,0.32727272727272727,0.1709090909090909,0.49818181818181817,0.32727272727272727
352,0.8627420493420362,0.881059639966872,0.018317590624835733,0.8454245491804099,0.8860871852740921,0.04066263609368226,0.233201581027668,0.5335968379446641,0.3003952569169961,0.233201581027668,0.5335968379446641,0.3003952569169961
353,0.8621512494997613,0.8850887964374391,0.0229375469376778,0.845681928491923,0.8902746700950355,0.04459274160311244,0.19791666666666666,0.5555555555555556,0.35763888888888895,0.19791666666666666,0.5529891304347826,0.35507246376811596
354,0.8610601838307325,0.882840966092339,0.021780782261606513,0.844278611819214,0.8870083966501671,0.04272978483095302,0.19642857142857142,0.48214285714285715,0.2857142857142857,0.19642857142857142,0.48214285714285715,0.2857142857142857
355,0.8589189455418397,0.8796947741134448,0.020775828571605093,0.8416792316000828,0.885100821026656,0.04342158942657315,0.18490566037735848,0.4830188679245283,0.29811320754716986,0.18490566037735848,0.4830188679245283,0.29811320754716986
356,0.8614465253841019,0.8822738143680742,0.020827288983972236,0.8447658966595134,0.8881385485195187,0.043372651860005274,0.1744186046511628,0.47674418604651164,0.3023255813953488,0.1744186046511628,0.47674418604651164,0.3023255813953488
357,0.8638032942818228,0.8850850443390513,0.021281750057228543,0.8470701423250234,0.8908436740068597,0.043773531681836286,0.21660649819494585,0.51985559566787,0.30324909747292417,0.21660649819494585,0.51985559566787,0.30324909747292417
358,0.8615639885880652,0.8831869942504544,0.021623005662389283,0.84501500924059,0.8878305767934277,0.04281556755283766,0.1935483870967742,0.5125448028673835,0.3189964157706093,0.1935483870967742,0.5125448028673835,0.3189964157706093
359,0.8615533164814378,0.8830220637229287,0.021468747241490838,0.8450370803579021,0.8887025588624476,0.043665478504545496,0.1552346570397112,0.49097472924187724,0.33574007220216606,0.1552346570397112,0.49097472924187724,0.33574007220216606
360,0.8646283858057391,0.8833375005366163,0.01870911473087722,0.848260892921271,0.8902452495248602,0.041984356603589124,0.23166023166023167,0.5096525096525096,0.277992277992278,0.23166023166023167,0.5096525096525096,0.277992277992278
361,0.8632250005507527,0.8838051103610849,0.020580109810332203,0.846781457308938,0.8900185947388293,0.043237137429891326,0.20819112627986347,0.515358361774744,0.30716723549488056,0.20819112627986347,0.515358361774744,0.30716723549488056
362,0.8612266585705305,0.882618967970818,0.021392309400287468,0.8452663658158633,0.8876288177630424,0.042362451947179025,0.18972332015810275,0.5019762845849802,0.31225296442687744,0.18972332015810275,0.5019762845849802,0.31225296442687744
363,0.8603588993175869,0.8811571568671952,0.02079825754960829,0.8446489938268943,0.8859104313268888,0.04126143749999456,0.17857142857142858,0.4642857142857143,0.2857142857142857,0.17857142857142858,0.4642857142857143,0.2857142857142857
364,0.8624393988936985,0.883211350216496,0.02077195132279752,0.8459314455536685,0.889735779430024,0.04380433387635552,0.17479674796747968,0.4959349593495935,0.3211382113821138,0.17479674796747968,0.4959349593495935,0.3211382113821138
365,0.8627085303614027,0.8836107820672952,0.02090225170589244,0.8461062005845559,0.8909188325167219,0.044812631932166,0.22727272727272727,0.5568181818181818,0.3295454545454545,0.22727272727272727,0.5568181818181818,0.3295454545454545
366,0.8628131585588328,0.884017358033523,0.02120419947469021,0.8458344654505094,0.8891554283179787,0.043320962867469226,0.2054794520547945,0.5547945205479452,0.3493150684931507,0.2054794520547945,0.5547945205479452,0.3493150684931507
367,0.8588614580395677,0.8820358766952892,0.02317441865572145,0.8422375538261035,0.886822549292689,0.04458499546658545,0.19269102990033224,0.5116279069767442,0.31893687707641194,0.19269102990033224,0.5116279069767442,0.31893687707641194
368,0.8623981088910427,0.8826239133347328,0.020225804443690043,0.8457205245716941,0.8889248842312886,0.04320435965959446,0.2490118577075099,0.5296442687747036,0.2806324110671937,0.2490118577075099,0.5296442687747036,0.2806324110671937
369,0.8622863752089025,0.8841170520314627,0.021830676822560235,0.8454762169237312,0.889551443865576,0.04407522694184485,0.18050541516245489,0.5631768953068592,0.38267148014440433,0.18050541516245489,0.5631768953068592,0.38267148014440433
370,0.8614509537969152,0.8847861454148009,0.023335191617885775,0.8445706521177118,0.8906655841839644,0.04609493206625259,0.19649122807017544,0.543859649122807,0.3473684210526316,0.19649122807017544,0.543859649122807,0.3473684210526316
371,0.8611884959366642,0.8822478906603808,0.02105939472371654,0.8441783550701603,0.8868598257361907,0.04268147066603045,0.1993006993006993,0.506993006993007,0.3076923076923077,0.1993006993006993,0.506993006993007,0.3076923076923077
372,0.8615188110793596,0.882934121637067,0.0214153105577074,0.8445085688063729,0.8888323065943731,0.04432373778800014,0.2074688796680498,0.5228215767634855,0.3153526970954357,0.2074688796680498,0.5228215767634855,0.3153526970954357
373,0.8608622609655603,0.8847417133107525,0.023879452345192176,0.8449895646613172,0.8916370266663008,0.0466474620049836,0.1962962962962963,0.5592592592592592,0.36296296296296293,0.1962962962962963,0.5592592592592592,0.36296296296296293
374,0.8587518558941314,0.8805021763283936,0.02175032043426217,0.8420011636582607,0.8853173180191413,0.04331615436088054,0.21505376344086022,0.5125448028673835,0.2974910394265232,0.21505376344086022,0.5125448028673835,0.2974910394265232
375,0.861267347341991,0.8814629293412842,0.020195581999293277,0.8450479235936024,0.8875063583181386,0.042458434724536254,0.18725099601593626,0.47808764940239046,0.2908366533864542,0.18725099601593626,0.47808764940239046,0.2908366533864542
376,0.8611354341606647,0.8835538325737489,0.02241839841308413,0.8444680563212403,0.8887899232886182,0.04432186696737783,0.1821561338289963,0.5092936802973977,0.32713754646840143,0.1821561338289963,0.5092936802973977,0.32713754646840143
377,0.8625064854584112,0.8833770690635372,0.020870583605125947,0.8463007379830251,0.8888151046921168,0.0425143667090917,0.15498154981549817,0.47232472324723246,0.3173431734317343,0.15498154981549817,0.47232472324723246,0.3173431734317343
378,0.8574238117751487,0.8788667586438256,0.02144294686867687,0.8408524376253055,0.8852809605525882,0.04442852292728272,0.19795221843003413,0.5221843003412969,0.3242320819112628,0.19795221843003413,0.5221843003412969,0.3242320819112628
379,0.8621899913498038,0.8821736719142541,0.019983680564450323,0.8452968840509435,0.8881598423067987,0.04286295825585518,0.18503937007874016,0.5039370078740157,0.3188976377952756,0.18503937007874016,0.5039370078740157,0.3188976377952756
380,0.8633818050423382,0.884905073329021,0.02152326828668283,0.8460211375686024,0.8897974057191258,0.04377626815052338,0.23588039867109634,0.5681063122923588,0.3322259136212624,0.23588039867109634,0.5681063122923588,0.3322259136212624
381,0.8626383641646467,0.8813666327299441,0.018728268565297412,0.8457221418310805,0.8874466776530807,0.0417245358220002,0.19678714859437751,0.5140562248995983,0.31726907630522083,0.19678714859437751,0.5140562248995983,0.31726907630522083
382,0.8633095143862974,0.8837680799565983,0.0204585655703009,0.846899795150166,0.8897283734013941,0.0428285782512281,0.17437722419928825,0.5266903914590747,0.35231316725978645,0.17437722419928825,0.5266903914590747,0.35231316725978645
383,0.8636626778693284,0.8848265907766524,0.021163912907324,0.8471606547558194,0.8899799579324614,0.042819303176642065,0.2014388489208633,0.5035971223021583,0.302158273381295,0.2014388489208633,0.5035971223021583,0.302158273381295
384,0.8581423561969961,0.8828964774269753,0.02475412122997922,0.8410828193138106,0.8884158949824605,0.04733307566864997,0.1709090909090909,0.5636363636363636,0.3927272727272727,0.1709090909090909,0.5636363636363636,0.3927272727272727
385,0.8623392672632922,0.8830101818634929,0.02067091460020065,0.8451398073313979,0.8884676940259619,0.043327886694564,0.17424242424242425,0.4772727272727273,0.30303030303030304,0.17424242424242425,0.4772727272727273,0.30303030303030304
386,0.8620295567551756,0.8807588836936274,0.018729326938451862,0.8450910852865194,0.8870798574095771,0.04198877212305763,0.2,0.49056603773584906,0.29056603773584905,0.2,0.49056603773584906,0.29056603773584905
387,0.8607400375509071,0.8817094290326968,0.020969391481789668,0.844238621679634,0.8878169178849635,0.04357829620532949,0.20848056537102475,0.4876325088339223,0.2791519434628975,0.20848056537102475,0.4876325088339223,0.2791519434628975
388,0.8619702206536068,0.8830124417887687,0.021042221135161854,0.8456070078753709,0.8891018304808468,0.04349482260547588,0.19776119402985073,0.5261194029850746,0.32835820895522394,0.19776119402985073,0.5261194029850746,0.32835820895522394
389,0.8631764430428537,0.8839572806106782,0.02078083756782456,0.8463901240483204,0.8902444048296352,0.043854280781314814,0.210727969348659,0.5287356321839081,0.31800766283524906,0.210727969348659,0.5287356321839081,0.31800766283524906
390,0.8623019890494996,0.8832588050668114,0.020956816017311808,0.8455296991085062,0.8893297543879273,0.0438000552794211,0.22661870503597123,0.5323741007194245,0.3057553956834532,0.22661870503597123,0.5323741007194245,0.3057553956834532
